Unnamed: 0,№,Title,Artist(s),lyrics,genres
78,79,"""More and More""",Captain Hollywood Project,"4 ContributorsMore And More Lyrics
More and more and more
I don't know where we're going to
More and more and more
There's so much we don't wanna do

'Cause we lie, we cheat and we learn from each and every heart affair
Yes, we lie, we cheat and we hurt 'till somebody's in despair


Boom, keep in tune
Hollywood will soon left to a point
Right to the point
Smokin', like it's a joint
Makin'
Ain't got time to be fakin'
It's my turn and I'm takin'
Everything without shakin', yo, here with the bacon
Happy is how we should be
Realize that we are wealthy
Livin' here on this earth
Enjoy what it's worth
Anger left behind you
Just don't let it find you
Love will not remain
As long as you complain

More and more and more
I don't know where we're going to
More and more and more
There's so much we don't wanna do

'Cause we lie, we cheat and we learn from each and every heart affair
Yes, we lie, we cheat and we hurt 'till somebody's in despair

More and more and more
More and more and more

More and more bam, don't give a damn
Pump the music and jam
There's no time for the problem
Not a thought to some
But just make sure you get it
Show the fellas you with it
Be impromptu, you get it
Never will you forget it
There's a way to stop this
Listen to the prophets
Everything they said
Yo, it should be read
More he had to tell
Things that made him well
L.I.G.H.T. shinin'
And my brother's heart cryin'

More and more and more
I don't know where we're going to
More and more and more
There's so much we don't wanna do

'Cause we lie, we cheat and we learn from each and every heart affair
Yes, we lie, we cheat and we hurt 'till somebody's in despair

More and more and more
More and more and more","eurodance, 90s, dance, german, electronic"
79,80,"""How Do You Talk to an Angel""",The Heights,"7 ContributorsHow Do You Talk to an Angel LyricsSongwriter Steve Tyrell was brought into the TV show The Heights before the cast had been auditioned and chosen. He suggested to TV producer Aaron Spelling that Jamie Walters be hired. He was cast in the role… Read More I hear her voice
In my mind
I know her face by heart
Heaven and earth are moving in my soul
And I dont know where to start
Tell me tell me the words to define
The way I feel about someone so fine
How do you talk to an angel?
How do you hold her close to where you are?
How do you talk to an angel?
It's like tryin' to catch a falling star
At night I dream and she is there
And I can feel her in the air
Tell me tell me the words to define
The way I feel about someone so fine
How do you talk to an angel?
How do you hold her close to where you are?
How do you talk to an angel?
It's like tryin' to catch a falling star
How do you talk to an angel?
How do you hold her close to where you are?
How do you talk to an angel?
It's like tryin' to catch a falling star

How do you talk to an angel?
How do you hold her close to where you are?
How do you talk to an angel?
It's like tryin' to catch a falling star","Grime, jungle, Juke, footwork, breaks"
80,81,"""Rebirth of Slick (Cool Like Dat)""",Digable Planets,"81 ContributorsRebirth of Slick (Cool Like Dat) Lyrics“Rebirth of Slick (Cool Like Dat)” was the lead single by the Digable Planets from their debut album, Reachin' (A New Refutation of Time and Space). They performed it live on In Living Color in early 1993.… Read More 
We, like the breeze, flow straight out of our lids
Them, they got moved by these hard-rock Brooklyn kids
Us, floor rush when the DJ's booming classics
You dig the crew on the fattest hip-hop record
He touch the kinks and sinks into the sounds
She frequents the fattest joints caught underground
Our funk zooms like you hit the Mary Jane
They flock to booms, man, boogie had to change
Who freaks the clips with mad amount percussion?
Where kinky hair goes, to unthought-of dimensions
Why's it so fly? 'Cause hip-hop kept some drama
When Butterfly rocked the light blue suede Pumas
What by the cut, we push it off the corner
How was the buzz, entire hip-hop era
Was fresh and fat since they started saying outtie
'Cause funks made fat from right beneath my hoodie
The poobah of the styles like Miles and shit
Like sixties funky worms with waves and perms
Just sendin' junky rhythms right down your block
We be to rap what key be to lock

But I'm cool like that
I'm cool like that
I'm cool like that
I'm cool like that
I'm cool like that
I'm cool like that
I'm cool like that
I'm cool

We be the chocolates taps on my raps
She innovates at the sweeter cat naps
He at the funk club with the vibrate
Them, they be crazy down with the five Nat'
It can kick a plan then a crowd burst
Me, I be digging it with the Bug verse
Us, we be freaking 'til dawn blinks an eye
He gives the strangest smile, so I say, ""Hi"" (What's up?)
Who understood? Yeah, understood the plans
Him, heard a beat and put it to his hands
What I just flip, let borders get loose
How to consume all the beats just like juice
If it's the shit, we'll lift it off the plastic
The babes'll go spastic, hip-hop gains a classic
Pimp playing shock, it don't matter, I'm fatter
Ask Butter how I zone (Man, Cleopatra Jones)

And I'm chill like that
I'm chill like that
I'm chill like that
I'm chill like that
I'm chill like that
I'm chill like that
I'm chill like that
I'm chill

Blink, blink, blink, blink, blink, blink, blink
Think, think, think, think, think, think, think

We get you free 'cause the clips be fat, boss
Them, they're the jams and commence to going off
She sweats the beats and asks me could she puff it
Me, I got crew, kid, seven and a crescent
Us cause a buzz when the nickel bags are dealt
Him, that's my man with the asteroid belt
They catch a fizz from the Mr. Doodle-big
He rocks a tee from the Crooklyn nine-pigs
The rebirth of slick like my gangster stroll
The lyrics, just like loot, come in stacks and rolls
You used to find a Bug in a box with fade
Now he boogies up your stage, plaits, twists, or braids

And I'm peace like that
I'm peace like that
I'm peace like that
I'm peace like that
I'm peace like that
I'm peace like that
I'm peace like that
I'm peace

Check it out, man, I groove like that
I'm smooth like that
I jive like that
I roll like that
Yeah, I'm thick like that
I stack like that
I'm down like that
I'm black like that
Well, yo, I funk like that
I'm phat like that
I'm in like that
'Cause I swing like that
We jazz like that
We freak like that
We zoom like that
We out","Hip-Hop, Jazz Hop, rap, hip hop, jazz"
81,82,"""What Is Love""",Haddaway,"69 ContributorsTranslationsDeutschPortuguêsΕλληνικάWhat Is Love? LyricsHaddaway’s “What Is Love” is a classic for at least three reasons:

Its timeless, iconic, and instantly recognizable refrain “What is love? Baby don’t hurt me, don’t hurt me no more”.
Its central role in… Read More 
What is love?
Oh, baby, don't hurt me
Don't hurt me, no more
Oh, baby, don't hurt me
Don't hurt me, no more

What is love? Yeah-yeah
(Ooh, ooh)

No, I don't know why you're not there
I give you my love, but you don't care
So what is right and what is wrong?
Give me a sign

What is love?
Oh, baby, don't hurt me
Don't hurt me, no more
What is love?
Oh, baby, don't hurt me
Don't hurt me, no more

Woah-woah-woah-woah
Oh-woah-woah, uh-huh
Woah-woah-woah-woah
Oh-woah-woah, uh-huh


Oh, I don't know, what can I do?
What else can I say? It's up to you
I know we're one, just me and you
I can't go on

What is love?
Oh, baby, don't hurt me
Don't hurt me, no more
What is love?
Oh, baby, don't hurt me
Don't hurt me, no more

Woah-woah-woah-woah
Oh-woah-woah, uh-huh
Woah-woah-woah-woah
Oh-woah-woah, uh-huh

What is love?
(Ooh-ooh, ooh-ooh, ooh-ooh)
What is love?
(Ooh-ooh, ooh-ooh, ooh-ooh)
What is love?
Oh, baby, don't hurt me
Don't hurt me, no more

Don't hurt me
Don't hurt me

I want no other, no other lover
This is our life, our time
When we are together, I need you forever
Is it love?

What is love?
Oh, baby, don't hurt me
Don't hurt me, no more
What is love?
Oh, baby, don't hurt me
Don't hurt me, no more

(Uh-huh, uh-huh)
Oh, baby, don't hurt me
Don't hurt me no more
(Uh-huh, uh-huh)
Oh, baby, don't hurt me
Don't hurt me, no more
What is love?","dance, eurodance, 90s, pop, electronic"
82,83,"""To Love Somebody""",Michael Bolton,"5 ContributorsTo Love Somebody Lyrics
There's a light
A certain kind of light
That never shown on me
I want my life to be
Lived with you
Lived with you
There's a way
Everybody says
To do each and every little thing

But what does it bring
If I ain't got you
If I ain't got you

Baby you don't know what its like
Baby you don't know what its like
To love somebody
To love somebody
The way I love you

In my mind
I see your face again
I know my frame of mind
You ain't got to be so blind
But I'm blind
So very blind
I'm a man
Can't you see what I am
I live and breathe and for you

But what good does it do
If I ain't got you
If I ain't got you

Baby you don't know what its like
Baby you don't know what its like
To love somebody
To love somebody
The way I love you
Oh yeah
You don't know what its like
Baby you don't know what its like
To love somebody
To love somebody","pop, soft rock, soul, male vocalists, rock"
83,84,"""Give It Up, Turn It Loose""",En Vogue,"6 ContributorsGive It Up, Turn It Loose Lyrics“Give It Up, Turn It Loose” is the fourth single from Funky Divas. The song’s title is a reference to “Give It Up or Turnit a Loose” by James Brown. The single was a moderate success worldwide, peaking at… Read More 
I believe in yesterday
I believe in yesterday

What's the problem?
You keep comin' in and keep comin' out and singin' flat
I'm sorry, I'm sorry
What's wrong? What's wrong?
You're not concentrating
Yes, I am concentrating
No, you're not
I'm sorry, let's just do it again
No no no, uh uh - what's the problem?
There's no problem
Dawn, what's wrong?
There's nothing wrong, Terry
Kevin
Mhm
Please don't tell me it's Kevin
Mhm
Ew, Kevin Swahili, I knew it! He's got cooties
And he's seeing Tamika right now
And everybody else
He is not seeing Raneka
He is
How you know?
Wait a minute you guys
Wait wait wait. You guys, we should not attack her
It sounds like it's serious because we can't concentrate and get this right
So, let's deal with the problem
You see, I've been through this myself, and, let's talk
And it goes a little something like this - hit it
Mmm...

Baby girl (Unfair but true)
Can love him once but not twice
Who plays games with no rules (A fool)
Tears for fears (Are no surprise)
Happens almost every time
Love knocks you on your behind
(Loved you hard, loved you long, now his love is gone)
Love 'em and leave 'em (Is the rule of most dogs)
You must be strong
Stand up on your own
Take control of your life

I've seen it time and time again
It's not worth it, no
Don't be down and miserable
You and only you
Can bring yourself around

Give it up, turn it loose
Oh, if he don't want ya, you don't need 'em, girl, yeah
Give it up, turn it loose
Oh, yeah

Fact of life (So sad but true)
Love can often hurt you
Leaving scars most of your life (Nightmares can haunt you)
But fairytales of love can come true
Both play tricks on your mind
(You'll be fine, take this time to find piece of mind)
Sooner or later (Bad feelings will die)
You must be strong
Don't blame it all on love
In time good things will come

I've seen it time and time again
It's not worth it, no no
Don't be down and miserable
You and only you
Can bring yourself around

Give it up, turn it loose
Oh, if he don't want ya, you don't need 'em, girl... yeah
Give it up, turn it loose
Oh, yeah

(Give it up) Give it up, oh
(Give up) Give it up
(Give up) Give it up
(Give it up, turn it loose) Turnin' it loose, baby
(Give up) Give it up
(Give up) Give it up
(Give it up, turn it loose) Turnin' it loose, baby
(Give up) Give it, give it, give it, give it
(Give up) Give it, give it, give it, give it
(Give it up, turn it loose) And turn it loose
(Give up) Hey
(Give up) Turn it loose
(Give it up, turn it loose)","rnb, soul, 90s, female vocalists, pop"
84,85,"""Alright""",Kris Kross featuring Super Cat,"13 ContributorsAlright Lyrics
Just kick a little somethin' for them cars that be bumpin'
Somethin' real smooth, hahaha
You can just ride to
Tell me how you feel
Here we go...

Hold tight, hold tight, say we haffi hold tight...
Hold tight, hold tight, say we haffi hold tight...
Tell them Mista Cat, and him haffi hold tight
Tell them Kris Kross, everyting is alright
Come in the place and you feeling right
They come in the place and you hold your girl tight
Tell them Mista Cat, him a DJ tonight
Say hold tight, tight and everyting is alright

The day seems nice and bright and everything feels alright
Went to school without a fool tryin' to pick a fight
I was loced out Kris Kross shirts and khakis
(Lookin' and feelin' like nothin' but a Mac, see...)
The bell rang and I got my dash
Fellin' good cause it was the last day of school, and I passed
No moms trippin', so me and my mom went dippin'
To celebrate the fact that I wasn't slippin'
The downtown scene was packed
People screamin' from they ride to my ride and to the Mac
I says ""I am what I am, that's who I be""
And yall should have seen how they was tryin' to get to me
Cool, cause dissin' and no pay
They're the reason why we are who we are to this very day
And all that love keeps me and Chris tight
Long as we give some love back everything's alright

Hold tight, hold tight, tell 'em haffi hold tight...
Hold tight, hold tight, tell 'em haffi hold tight...
Tell them Mista Cat, and him haffi hold tight
Tell them Kris Kross, everyting is alright
Come in the place and you feeling right
They come in the place and you hold your girl tight
Tell them Mista Cat, him a DJ tonight
Say hold tight, tight and everyting is alright

Now everything feels alright when I'm rollin' through my hood
And I see the one that used to do the dirt then turned good
Little kids tryna be like me...
(With the braids, the shades, some pants and some Nikes, G)
And nothin' mo' better then a letter sayin'
""I'm your number one fan could you write me back man?"" Yesssss!
I try not to pass on the autograph
I try to do as many as I can
Now it feels good when I'm rollin' through my hood
And ain't nobody dissin' sayin' that nigga thinks he's too good
Cause I'm down like four flat tires
(Just a little nappy headed kid from the proj)
Showin' I can do right and not do wrong
Representin' the BG's and comin' up strong, and...
(We ain't got no love for the other side)
We only love those who love us back, right?

Hold tight, hold tight, tell 'em haffi hold tight...
Hold tight, hold tight, tell 'em haffi hold tight...
Tell them Mista Cat, and him haffi hold tight
Tell them Kris Kross, everyting is alright
Come in the place and you feeling right
They come in the place and you hold your girl tight
Tell them Mista Cat, him a DJ tonight
Say hold tight, tight and everyting is alright

Now people seem to think what I do is a blast
Cause I'm always on the road and I'm makin' some cash
But they don't know, really though
The pressure it is for some kids tryin to make it in this here biz
Early mornin' interviews then we step to school
Step from school, back to interviews then it's on to other dues
So, warm it up Chris?
I said ""Ya warm it up Chris?""
That's what I was gonna do!

Now throw your hands in the air, wave from side-to-side
If the feelin' thatcha feelin', is a feelin' that's right
See, I ain't come out wack I came out right
Unlike those moles who chose to ""Pass Da Mic""
It's the Daddy Mac (Big baby!)
Everything is real but you wanna diss cause a nigga sold a couple mill
(Look here...) Ya can't say nothin' if ya last in a line
So when you diss it just lets me know I'm on your mind, and it's alright

Hold tight, hold tight, every posse hold tight
Hold tight, hold tight, every posse hold tight
It no matter if you’re black, it no matter if you’re white
Just come in de house make we all unite
Tell dem Kris Kross and dem a drop on de mic and make we dance until the morning light
Tell dem Kris Kross a de people’s choice we haffi dance until de day light
Your girl inna de place and your hold her tight and dance to the people’s choice
Tell dem Kris Kross dem a tear down de mic, dance hard cause the vibes is right
Tell Mista Cat pon de mic Ah ha ha ha

It don't stop, it don't stop...
Check it out!
It don't stop, it don't stop...
Check it out!
It don't stop, it don't stop...
Check it out!",
85,86,"""Check Yo Self""",Ice Cube featuring Das EFX,"92 ContributorsCheck Yo Self LyricsThe remix contains two lyrical changes within two different verses:
Verse 1:

Verse 3:
Yeah, word is bond
Das EFX in this, you know what I'm sayin'?
Straight from the sewer, word is bond
Yeah, yah, ah, yeah
We doing this with my nigga
Where my nigga Ice Cube in the motherfucker?
Word is bond, yeah

You better check yo' self before you wreck yo' self
'Cause I'm bad for your health
I come real stealth
Dropping bombs on your moms
Fuck car alarms
Doing foul crime, I'm that nigga wit' yo' Alpine
Sold it for a six-o, always let tricks know
And friends know, we got the indo
No, I'm not a sucker sitting in a House of Pain
And no, I'm not the butler, I'll cut ya
Head-butt ya, you say you can't touch this
And I wouldn't touch ya; punk motherfucker
Here to let you know boy, oh boy
I make dough, but don't call me Doughboy
This ain't no fucking motion picture
A guy or bitch-a, my nigga get wit' cha, and hit you
Taking that yak to the neck, so you better run a check

So come on and chickity-check yo' self before you wreck yo' self
Chickity-check yo' self before you wreck yo' self, boy!
Yeah, come on and check yo' self before you wreck yo' self
'Cause shotgun bullets are bad for your health

Mic-mic-microphone check (One, two! Check it!)
Mic-mic-microphone check (One, two! Check it!)

Tricks wanna step to Cube and then they get played
'Cause they bitchmade, pulling out a switchblade
That's kinda trifle 'cause that's a knife, ho
AK-47, Assault Rifle
Hold the fifty, I'm nifty, pow!
I got a new style... (Watch out now!)
I hate motherfuckers claiming that they folding bank
But steady talking shit in the holding tank
First, you wanna step to me?
Now your ass screaming for the deputy
They send you to Charlie-Baker-Denver row
Now they runnin' up in you slow
You're gone, used to be the Don Juan (Check that shit out!)
Now your name is just Twan
Switchin', snappin', rollin' your eyes and neck
You better run a check

So chickity-check yo' self before you wreck yo' self
Come on and check yo' self before you wrickity-wreck yo' self
So chickity-check yo' self before you wreck yo' self
'Cause big dicks up yo' ass is bad for ya health

Mic-mic-microphone check (One, two! Check it!)
Mic-mic-microphone check (One, two! Check it!)

If you're foul, you better run a make on that license plate
You coulda had a V8
Instead of a tre-eight slug to the cranium (Pow!)
I got six and I'm aimin' 'em
Will I shoot or keep you guessing?
'Cause fuck you and that shit you're stressing
Bitch, get off the wood, you're no good
There goes the neighborhood hooker (Slut!)
Go ahead and keep your drawers
Giving up the claps and who needs applause
At a time like this, pop the coochie and you dead
The bitch is a Miami Hurricane head
Sprung, niggas call her 'Lips & Lungs'
Nappy dugout, get the fuck out!
'Cause women like you gets no respect
Bitch, you better run a check

So chickity-check yo' self before you wreck yo' self
So chickity-check yo' self before you wreck yo' self (Yeah)
Come on and check yo' self before you wrickity-wreck yo' self
'Cause bitches like you is bad for my health

Mic-mic-microphone check (One, two! Check it!), come again, check it, yeah
Mic-mic-microphone check (One, two! Check it!), come again, check it, yo

Chickity-check yo' self before you wreck yo' self
You better chickity-check yo' self before you wreck yo' self, boy
I said check yo' self before you wrickity-wreck yo' self (Check, check)

Mic-microphone check
Mic-microphone check (Check it, one, two!)
Mic-microphone check (One, two!)
Mic-microphone check (Check it, one, two, one, two!)
Mic-microphone check (One, two!)
Mic-microphone check (Check it, one, two!, one, two!)
Mic-microphone check (One, two)
Mic-microphone— (Check yo' self Cube, check yo' self Cube, check yo' self... )","Hip-Hop, rap, Gangsta Rap, west coast, hip hop"
86,87,"""Fields of Gold""",Sting,"40 ContributorsFields of Gold Lyrics“Fields of Gold” is the second single released from Sting’s 1993 album Ten Summoner’s Tales.
The single reached No. 16 on the UK Singles Chart, No. 23 on the Billboard Hot 100, and No. 2 on the Billboard… Read More 
You'll remember me when the west wind moves
Upon the fields of barley
You'll forget the sun in his jealous sky
As we walk in fields of gold

So she took her love for to gaze awhile
Upon the fields of barley
In his arms she fell as her hair came down
Among the fields of gold

Will you stay with me? Will you be my love?
Among the fields of barley
We'll forget the sun in his jealous sky
As we lie in fields of gold

See the west wind move like a lover so
Upon the fields of barley
Feel her body rise when you kiss her mouth
Among the fields of gold

I never made promises lightly
And there have been some that I've broken
But I swear in the days still left
We'll walk in fields of gold
We'll walk in fields of gold

Many years have passed since those summer days
Among the fields of barley
See the children run as the sun goes down
Among the fields of gold

You'll remember me when the west wind moves
Upon the fields of barley
You can tell the sun in his jealous sky
When we walked in fields of gold
When we walked in fields of gold
When we walked in fields of gold","rock, pop, classic rock, british, singer-songwriter"
87,88,"""Ooh Child""",Dino,"4 ContributorsOoh Child LyricsDon't you worry bout a thing
Oh, no, no
Ooh, child
Things are gonna get easier
Ooh, child
Things'll get brighter
Ooh, child
Things are gonna get easier
Ooh, child
Things'll get brighter
Some day, yeah
We'll put it together
And we'll get it undone
Some day when your head
Is much lighter
Some day, yeah
We'll walk in the
Rays of a beautiful sun
Some day when the world
Is much brighter
Ooh, child
Things are gonna be easier
Ooh, child
Things'll be brighter

Ooh, child
Things are gonna be easier
Ooh, child
Things'll be brighter
Some day, yeah
We'll put it together
And we'll get it undone
Some day when your head
Is much lighter
Some day, yeah
We'll walk in the
Rays of a beautiful sun
Some day when the world
Is much brighter
La la la la la...
Some day (some day)
We'll put it together
And we'll get it undone
Some day when your head
Is much lighter
Some day (some day)
We'll walk in the
Rays of a beautiful sun
Some day when the world
Is much brighter, oh, oh

Don't you worry about a thing
Cause life goes up and down
You gotta keep moving on
Ooh, child
Things are gonna get easier
Ooh, child
Things'll get brighter
Ooh, child
Things are gonna get easier
Ooh, child
Things'll get brighter
Oh, right now
(Oh, yeah) right now
(Right now) oh, baby
You just wait and see
Things are gonna be
You just wait and see
Things are gonna be
All right, yeah
All right, yeah, yeah
Baby, open your soul now
Baby, don't you let go now
No, no, no, baby
You've got to give it
Just a little more time","House, pop, kurdish, electronic, progressive trance"
88,89,"""Faithful""",Go West,"4 ContributorsFaithful LyricsOooooooh, I will
Don't cry baby
Kiss me and say farewell
Nothing's gonna break the spell
And if you're thinking time will tell me girl
I want you to know..
Every minute of every single day
Even when I'm miles away (miles away)
I'll keep the promises I made
I want you to know..
I will be faithful to my lover's prayer
Faithful - and I don't care
If the world around us gives up on love
I will make you see
You can count on me
I will be faithful -
Faithful to my lover's prayer
To my lover's prayer
Listen baby
You can lean on me
Though we sail on stormy seas
Nothing good comes easily
But I, I won't let you down..

I will be faithful to my lover's prayer
Faithful - and I don't care
If the world around us gives up on love
I will make you see
You can count on me
I will be faithful -
Faithful to my lover's prayer
Baby you can lean on me
You can lean on me
Baby you can lean on me
You can lean on me
Baby you can lean on me
You can lean on me
Baby you can lean on me
You can lean on me..
Trust me baby this is not goodbye
There's no need for you to cry
What we've got's too strong
To be denied, yeah
I will be faithful to my lover's prayer
Faithful - and I don't care
If the world around us gives up on love
I will make you see
You can count on me
I will be faithful to my lover's prayer
Gonna be faithful to the dream we share, to the dream we share
If the world around us gives up on love
I will make you see
You can count on me
I will be faithful
Faithful to my lover's prayer
Ooooh ooooh faithful, awww
Faithful, faithful to the dream we share
Ooooh ooooh faithful
Gonna be faithful yeah yeah yeah yeah yeah
Ooooh ooooh faithful, oooh yeah
Faithful, faithful
Oooh oooooh faithful

Baby you can lean on me
Ooooh ooooh faithful
Baby you can lean on me
Ooooh ooooh faithful","80s, pop, new wave, soft rock, rock"
89,90,"""Reason to Believe""",Rod Stewart,"15 Contributors(Find a) Reason to Believe Lyrics
If I listened long enough to you
I'd find a way to believe that it's all true

Knowing that you lied straight-faced while I cried
Still I look to find a reason to believe

Someone like you makes it hard to live without somebody else
Someone like you makes it easy to give, never think about myself

If I gave you time to change my mind
I'd find a way just to leave the past behind

Knowing that you lied straight-faced while I cried
Still I look to find a reason to believe


If I listened long enough to you
I'd find a way to believe that it's all true

Knowing that you lied straight-faced while I cried
Still I look to find a reason to believe


Someone like you makes it hard to live without somebody else
Someone like you makes it easy to give, never think about myself
Someone like you makes it hard to live without somebody else
Someone like you makes it easy to give, never think about myself, woo

Someone like you makes it hard to live without somebody else
Someone like you makes it easy to give, never think about myself

Someone like you makes it hard to live without somebody else","classic rock, rock, soft rock, 70s, pop"
90,91,"""Break It Down Again""",Tears for Fears,"17 ContributorsBreak It Down Again Lyrics
(Here we go)
Break it down again

So those are my dreams
And these are my eyes
Stand tall like a man
Headstrong like a horse

When it's all mixed up
Better break it down
(Ooh, ooh)
In the world of secrets
In the world of sound
(Ooh)

It's in the way you're always hiding from the light
See for yourself, you have been sitting on a time bomb
No revolution, maybe someone, somewhere else
Could show you something new about you and your inner song
And all the love and all the love in the world
Won't stop the rain from falling
Waste seeping underground (Break it down again)
I wanna break it down (Break it down again)

Break it down again

So those are my schemes
And these are my plans
Hot tips for the boys
Fresh news from the force

When it's all mixed up
Better break it down
(Ooh, ooh)
In the world of silence
In the world of sound
(Ooh)

""No sleep for dreaming"", say the architects of life
Big bouncing babies, bread and butter, can I have a slice?
They make no mention of the beauty of decay
Blue, yellow, pink umbrella, save it for a rainy day
And all the love and all the love in the world
Won't stop the rain from falling
Waste seeping underground (Break it down again)
I wanna break it down (Break it down again)

Horsin' around
Pray to the power
Play to the crowd with your big hit sound
And they won't simmer, won't simmer, won't simmer down
Play to the crowd
""Hey"", to the crowd
Play, yeah, yeah

It's in the way you're always hiding from the light
Fast off to heaven just like Moses on a motorbike
No revolution, maybe someone, somewhere else
Could show you something new
To help with the ups and downs (Break it down again)
I wanna break it down (Break it down again)
Break it down again (Break it down again)
Break it down again (Break it down again, here we go)

Break it down again
No more sleepy dreaming
No more building up
It is time to dissolve
Break it down it again
No more sleepy dreaming","new wave, 80s, synth pop, pop, rock"
91,92,"""Nothin' My Love Can't Fix""",Joey Lawrence,"3 ContributorsNothin’ My Love Can Fix LyricsWhy is my baby blue?
Can't see the colors of a sunny day
Stuck in that point of view
What can I do to take your tears away?
Oh, I'm not denying
There's a time for crying
Just tell me why you look so sad tonight
I know it's crazy
Living in the world these days
But if you take me by the hand
Ohh
There's nothin' my love can't fix for ya, baby
Ohh
I'm positive of this, I tell you
Ohh
There's nothin' my love can't fix for ya, baby
.
I'll take you up so high
You'll start forgetting you were ever down
Kisses will dry your eyes
This is the way to turn your world around
.
We all get lonely
But if you just hold me
We both can go beyond the stars tonight

Oh, once you have it
Love works like magic
Just open
Open up your heart
Ohh
There's nothin' my love can't fix for ya, baby
Ohh
I'm positive of this, I tell you
Ohh
There's nothin' my love can't fix for ya, baby
Ohh...
Love is the glue that binds us
When we get lost it finds us, yeah
You'll lose your blues soon...
'Cause baby, y love is true
Break it...
One, two, three, four
Oh, once you have it
Love works like magic
Just open
Open up your heart
.
Ohh
There's nothin' my love can't fix for ya, baby
Ohh
I'm positive of this, I tell you
Ohh
There's nothin' my love can't fix for ya, baby

Ohh
There's nothin' my love can't fix for ya, baby
Ohh
I'm positive of this, I tell you
Ohh
There's nothin' my love can't fix for ya, baby
Ohh, you know it's true
All I gotta say is a baby, baby
I love you in every way
Cause, lady
You gotta get away with me
You gotta get away with me today
Cause our love has got to shine through
And honey, you got to see it too
That we were meant, girl
Me and you
But lately
You've been acting like I smell like a zoo
Philly Zoo to be exact
And hey, Phily's my origin
As a matter of fact
But let's get back to the subject at hand

Baby, baby, baby, oh
You was back in demand
When I look at you, girl
My heart goes right into a whirl
And all I gotta say about the situation
Ohh, ohh, ohh
There's nothin' my love can't fix","pop, dance, rnb, guilty pleasure, male vocalists"
92,93,"""Three Little Pigs""",Green Jellÿ,"28 ContributorsThree Little Pigs Lyrics
Why don't you sit right back
And I, I may tell you a tale
A tale of three little pigs
And a big bad wolf

Well the first little piggy, well he was kinda hick-y
Spent most of his days just a-dreamin' of the city
And then one day, he bought a guitar
He moved to Hollywood to become a star
But living on the farm, he knew nothing of the city
Built his house out of straw, what a pity
Then one day, jammin' on some chords
Along came the wolf knocking on his door

Little Pig, Little Pig, let me in
Not by the hair of my chinny, chin, chin!
Little Pig, Little Pig, let me in
Not by the hair of my chinny, chin, chin!
Well I'm huffin', I'm puffin', I'll blow your house in
Huffin', puffin', blow your house in
Huffin', puffin', blow your house in
Huffin' and a puffin' and I'll blow your house in!

Well the second little piggy, well he was kinda stoned
He spent most of his time just a-ganja smokin'
Hoppin' and a-boppin' down on Venice Beach
Getting paid money for religious speech
Built his shelter from what he garbage picked
Mostly made up of old cans and sticks
Then one day he was cranking up Bob Marley
Along came the Wolf on his big bad Harley

Little Pig, Little Pig, let me in
Not by the hair of my chinny, chin, chin!
Little Pig, Little Pig, let me in
Not by the hair of my chinny, chin, chin!
Well I'm huffin', I'm puffin', I'll blow your house in
Huffin', puffin', blow your house in
Huffin', puffin', blow your house in
Huffin' and a puffin' and I'll blow your house in!

Well the third little piggy, the grade A student
His daddy was a rock star, named Pig Nugent
Earned his Master's degree from Harvard College
Built his house from his architect knowledge
A tri-level mansion, Hollywood Hills
Daddy's rock stardom paid for the bills
Then one day came the old house smasher
The big bad wolf, the little piggy slasher

Little Pig, Little Pig, let me in
Not by the hair of my chinny, chin, chin!
Little Pig, Little Pig, let me in
Not by the hair of my chinny, chin, chin!
Well I'm huffin', I'm puffin', I'll blow your house in
Huffin', puffin', blow your house in
Huffin', puffin', blow your house in
Huffin' and a puffin' and I'll blow your house in!

Well the big bad wolf
Well he huffed, and he puffed, all that he could
And lo and behold, the little piggy's house stood
""It's made out of concrete,"" the little piggy shouted
The wolf just frowned as he pouted
So they called nine-eleven, like any piggy would
They sent out Rambo, just as fast as they could

""Yo, Wolf-face. I'm your worst nightmare. Your ass is mine!""
(gunshots)

Well the wolf fell dead as you can plainly see
And that's the end of this story, for you and me
If you still give a listen, you just may
Hear the big wolf or little piggies say

Little Pig, Little Pig, let me in
Not by the hair of my chinny, chin, chin!
Little Pig, Little Pig, let me in
Not by the hair of my chinny, chin, chin!
Well I'm huffin', I'm puffin', I'll blow your house in
Huffin', puffin', blow your house in
Huffin', puffin', blow your house in
Huffin', puffin', blow your house in
Huffin' and a puffin' and I'll blow your house in!
Huffin' and a puffin' and I'll blow your house in!
Huffin' and a puffin' and I'll blow your house in!
Huffin' and a puffin' and I'll blow your house in!

And the moral of the story is that bands with no talent can easily amuse idiots with a stupid puppet show","metal, comedy, heavy metal, rock, alternative"
