Unnamed: 0,№,Title,Artist(s),lyrics,genres
72,73,"""Blowing Kisses in the Wind""",Paula Abdul,"9 ContributorsBlowing Kisses in the Wind LyricsBlowing Kisses in the Wind peaked at #6 on the Billboard Hot 100 and #5 on Billboard’s Adult Contemporary chart in October of 1991.
So tell, baby, tell your true heart
Say what you say when you're all alone
I'm tryin', tryin' to try and feel you
And see if I see I'm feelin' alone
And all I want is to get through
So maybe you'll see that the way you're leaving me, it won't do

It's like I'm blowing kisses in the wind
Giving you love that you haven't been given
I cross my heart and hope to die
I'm only wishing you would love me like I
Blowing kisses in the wind, waiting, waiting, waiting
Waiting for you is, it's like blowing, blowing kisses

So please, baby, please, release me
If time after time your heart's growing cold
I'm sayin' if you don't believe in believing
Ooh ooh, then how can true love ever be so?
And all I want is to get through
So maybe you'll see that the way you're leaving me, it won't do

It's like I'm blowing kisses in the wind
Giving you love that you haven't been given
I cross my heart and hope to die
I'm only wishing you would love me like I
Blowing kisses in the wind, waiting, waiting, waiting
Waiting for you is, it's like blowing, blowing kisses

Like I'm, like blowing kisses, like blowing kisses

And all I want is to get through
So maybe you'll see that the way you're leaving me, it won't do

It's like I'm blowing kisses in the wind
Giving you love that you haven't been given
I cross my heart and hope to die
I'm only wishing you would love me like I
Blowing kisses in the wind, waiting, waiting, waiting
Waiting for you is, it's like blowing kisses
Like I'm blowing kisses in the wind
Giving you love that you haven't been given
I cross my heart and hope to die
I'm only wishing you would love me like I
Blowing kisses in the wind, waiting, waiting, waiting
Waiting for you is, it's like blowing kisses

Like I'm blowing kisses in the wind
Like I'm blowing kisses in the wind
Like I'm blowing kisses in the wind
Waiting for you is like blowing blowing kisses","pop, 80s, female vocalists, dance, 90s"
73,74,"""Thought I'd Died and Gone to Heaven""",Bryan Adams,"5 ContributorsThought I’d Died and Gone to Heaven LyricsLove is forever - As I lie awake
Beside you
I believed - There's no heaven
No hideaway - For the lonely
But I was wrong - Crazy
It's gotta be strong
It's gotta be right
Ohh - Only wanted to stay awhile
Only wanted to play awhile
Then you taught me to fly like a bird
Woooh, Woooh
Baby - Thought I'd died and gone to heaven
Such a night I never had before - Yeah yeah
Thought I'd died and gone to heaven
'cause what I got there ain't no, cure for
Ooh, it's so easy
What you do to me all night angel
I never loved - Swear to God
Never needed no one - 'til you came along
But here I come - Baby
It's gotta be strong - It's gotta be right

Ohh - Only wanted to stay awhile
Only wanted to play awhile
Then you taught me to fly like a bird
Woooh, Woooh
Baby - Thought I'd died and gone to heaven
Such a night I never had before - Yeah yeah
Thought I'd died and gone to heaven
'cause what I got there ain't no, cure for
I feel fast asleep - I feel drunk
I dream the sweetest dreams
Never wanna wake up
Never thought it could be this way
No doubt about it - Can't live without it - Baby
Never thought it could be this good
You made love to me - Like it oughta be
But I was wrong - Crazy
It's gotta be strong
It's gotta be right
Ohh - Only wanted to stay awhile
Only wanted to play awhile
Then you taught me to fly like a bird
Woooh, Woooh

Baby - Thought I'd died and gone to heaven
Such a night I never had before - Yeah yeah
Thought I'd died and gone to heaven
'cause what I got there ain't no, cure for
Gotta say!
Thought I'd died and gone to heaven
Never thought that I could
Feel this way - Yeah
It's gotta be love - It's gotta be love
Thought I'd died and gone to heaven - Heaven
Thought I'd died and gone to heaven baby","rock, classic rock, 80s, pop, Canadian"
74,75,"""Rhythm Is a Dancer""",Snap!,"10 ContributorsRhythm Is A Dancer Lyrics
Rhythm is a dancer
It's a soul's companion
People feel it everywhere, mm
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh, it's a passion
Oh, you can feel it in the air
Oh, it's a passion
Oh, oh, oh, oh

Rhythm is a dancer
It's a soul's companion
People feel it everywhere, mm
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh

How very like the future this place might be
It's a tiny world just big enough to support the cubicle of one Knowledge Worker
Feel a wave of loneliness, head back down
But I'm going too fast

Rhythm is a dancer
It's a soul's companion
People feel it everywhere, mm
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh

I plunge right on through the office door and into the bottomless indigo below
Suddenly, I can't remember how to stop, turn around
Do I point behind myself?
Do I have to turn around before I can point?
I flip into a brain fugue

Rhythm is a dancer
It's a soul's companion
People feel it everywhere, mm
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh","dance, eurodance, 90s, electronic, techno"
75,76,"""Addams Groove""",Hammer,"11 ContributorsAddams Groove Lyrics
They do what they wanna do, say what they wanna say
Live how they wanna live, play how they wanna play
Dance how they wanna dance, kick and they slap a friend
The Addams Family
They do what they wanna do, say what they wanna say
Live how they wanna live, play how they wanna play
Dance how they wanna dance, kick and they slap a friend
The Addams Family

Now I was cold coolin', you know (maxin' and relaxin')
Just kickin' it around the house (Oaktown kicking' it)
When a knock, a knock, a knock and a voice yo!
Can Hammer come out? (what's up?)
Now I don't mind (mind) being a friend
And showin' a little bit of flava (flava)
But Wednesday, Pugsley, Gomez, Fester (oh man)
Man, them some strange neighbours

They do what they wanna do, say what they wanna say
Live how they wanna live, play how they wanna play
Dance how they wanna dance, kick and they slap a friend
The Addams Family

They do what they wanna do, say what they wanna say
Live how they wanna live, play how they wanna play
Dance how they wanna dance, kick and they slap a friend
The Addams Family

I remember the day I needed to borrow
A little of pepper (for my chicken)
The next thing you know, comin' at me
Was a hand with the fingers high steppin' (I ain't with that)
Now I tried to play it along (you know)
And act like I was havin' a ball (ha ha)
But what do I see (yo) a perm with feet (Cousin It)
Standin' about three feet tall (I'm outta here)

They do what they wanna do, say what they wanna say
Live how they wanna live, play how they wanna play
Dance how they wanna dance, kick and they slap a friend
The Addams Family
They do what they wanna do, say what they wanna say
Live how they wanna live, play how they wanna play
Dance how they wanna dance, kick and they slap a friend
The Addams Family

Speakin' and thinkin' about the Addams
You know the Hammer is with it (I'm with it)
Act A Fool, No Bones, Swoop, Goofy, and Randy
You know we kick it (the posse)
Now is the time to get in your mind
It's ok to be yourself (be yourself)
Take foolish pride and put it aside
Like the Addams, yo! They def (that's a family!)

They do what they wanna do, say what they wanna say
Live how they wanna live, play how they wanna play
Dance how they wanna dance, kick and they slap a friend
The Addams Family
They do what they wanna do, say what they wanna say
Live how they wanna live, play how they wanna play
Dance how they wanna dance, kick and they slap a friend
The Addams Family

(Addams) Too legit
(Addams) Too legit
(Addams) Too legit (who's too legit?)
(The Addams Family)
(You know what I'm saying, the addams)
(Addams) Too legit (oh yeah)
(Addams) Too legit (talkin' 'bout the Addams now)
(Addams) Too legit (I'm saying it's the Addams now)
(The Addams Family)
(Yo! Take to the bridge)
(Thank you, Fester)

Oh yeah, yeah
Oh, this is the Addams Groove right here, ha ha

(Addams) Yeah yeah
(Addams) Just like that
(Addams) Oh yeah
(The Addams Family) You know you gotta fully understand

They do what they wanna do, say what they wanna say
Live how they wanna live, play how they wanna play
Dance how they wanna dance, kick and they slap a friend
The Addams Family

(Addams) Too legit
(Addams) Too legit
(Addams) Too legit
I'm tellin' you I saw the hand
(The Addams Family) Thing, man, I saw

They do what they wanna do, say what they wanna say
Live how they wanna live, play how they wanna play
Dance how they wanna dance, kick and they slap a friend
The Addams Family

It's the Addams
Yeah, thank you Fester
I needed to go back to the bridge again
Thank you, thank you, now check this out

They do what they wanna do, say what they wanna say
Live how they wanna live, play how they wanna play
Dance how they wanna dance, kick and they slap a friend
The Addams Family
They do what they wanna do, say what they wanna say
Live how they wanna live, play how they wanna play
Dance how they wanna dance, kick and they slap a friend
The Addams Family

Cousin It got in the flow
And he got to wibblin' and wobblin'
And he did this cool new turn move he had
Everybody backed up, you know what I'm saying
He backed them up

Addams (Too legit)
Addams (Too legit)
Addams (I'm talking about the Addams)
The Addams Family

You know what I'm saying
Now I'm talking about the Addams
Speaking and thinking about the Addams Family
They don't hurt anyone
They just like to have fun","black metal, nsbm, Finnish Black Metal, heavy metal, thrash metal"
76,77,"""Missing You Now""",Michael Bolton,"10 ContributorsMissing You Now LyricsI talk to you but it's not the same as touchin' you
And every time you whisper my name ,I wanna run to you
We'll be together, it won't be long, it won't be long
But it feels like forever and it's hard to be strong
Baby, 'cause I'm missing you now
And it's drivin' me crazy
How I'm needin' you, baby
I'm missing you now
Can't wait till I'm alone with you
To show you how I'm missing you now
Wishin' you were here by my side is all that I can do
Got my arms around my pillow at night
They should be holdin' you
Thought I was stronger, how could I know, how could I know
I can't take this much longer, it's so hard on my soul
Baby, 'cause I'm missing you now
And it's drivin' me crazy
I've gotta be with you, baby
I'm missing you now
Don't know what I'm gonna do
To show the way I'm missing you now
Baby, I just can't wait, till I see your face
Chase away this loneliness inside
When you're close to my heart, right here in my arms
Then and only then will I be satisfied
Missing you now

I know, we'll be together, it won't be long, it won't be long
But it feels like forever and it's hard to be strong
Baby, 'cause I'm missing you now
And it's drivin' me crazy
How I'm needin' you, baby
Can't wait till I'm alone with
To show you how I'm missing you now
Missing you ,missing you
Baby, I should be holdin' you, kissin' you
I'm missing you
Don't know what I'm gonna do
To show the way I'm missing you now
Missing you, missing you now
And it's drivin' me crazy
How I'm needin' you, baby
I'm missing you now","pop, soft rock, soul, male vocalists, rock"
77,78,"""Back to the Hotel""",N2Deep,"39 ContributorsBack to the Hotel Lyrics
V-Town, brother check it out, I'm bout to throw down
Dank in hand, the shit that has you toe down
A little city, chillin' in the North Bay
Needless to say, my boys don't play, fool
Yorker sidin', you know how the song goes
In the back, sippin' Purple Chongos
Don't look for trouble but it always seems to find us
Forty grippin', panty sippin', and it sneaks up right behind us
Quick left, one blow K.O
Hit the road to the next episode
In the saga of a few fellas
Oh what the hell, I guess I better tell ya
It's Friday night, I got a brand new kit on
A fifth of Heem, for me to get bent on
Hit the Country Club to pick up M-L
Eighty West, back to the hotel

At the telly, Vogues is doing pipe work
Johnny Z had his hand up a miniskirt
The latte in the corner started to flirt
And I knew that when she saw me baby doll was gonna jaw me
Set for the night so I took her to my ride
Grab my Mickey and my Buddha and I met her outside
Who-ride, rolling striking through to be seen
A Lexus 400 turnin' triple gold Zeens
Acid in my bottle, so I gotta get some more
Put the pedal to the metal back to the liquor store
'Cause you know what I mean when I'm feelin' kinda funky
A sick honky, straight goin' donkey
Money in my sock, jimmy in the glove
Laying in the Lexus, I'm about to make good love
And burn rubber up the block
Back to the telly, I gotta get some 'Nuca'
Nuca (echoes)

Aw naw, could it be?
I just got a page an' a broad wanna do me
Hooked it up, told her meet me at the hotel
She had a friend with her so I called TL
Swoop me up, Sally wanna meet Dick
And might lick, so try an' make it real quick

(tick-tock)
(tick-tock)
(tick-tock)
(tick...Honk Honk)

Aw yeah, I jumped in the L-Train
But wait a minute, we gotta hit the store mayne
I got to get some gum and some Tic-Tacs
Two tall cans and a packet of Blackjacks
We got the goods, now we're headin' for the hoedown
There goes the telly, so fella won't you slow down
Park the ride in the front like a sick one
Just in case, we gotta bust a quick one
Lock the load, let's go look for like 118
But lay low cause I really don't wanna be seen
(Is this the room?) Aw yeah, that's the right one
I got the black broad and you got the white one
So hit the light man, I just might man
Try an' throw this thing all night an'
Get her so sprung, that she'll drop some mail
So I can cut turf and hit another hotel","rap, rapcore, Hip-Hop, west coast, Chicano Rap"
78,79,"""Everything Changes""",Kathy Troccoli,"5 ContributorsEverything Changes LyricsEverything Changes peaked at #14 on the Billboard Hot 100 and #6 on Billboard’s Adult Contemporary chart in 1992, making it Kathy Troccoli’s biggest hit to date.
Well, you came in my life like a ray of light
Shining through the clouds in my heart
I just looked at you and the world was new
It was right right from the start

Whoa, oh, oh, oh you came to me
Whoa, oh, oh, oh with a love so sweet
And I'll never never never be the same

Everything changes
Nothing looks the same through the eyes of love
Everything changes (Everything changes)
When you love some, love some, love someone
Everything changes

Thought there never would be anyone for me
Then you came and changed everything
Now I shine like new because I've got you
Oh, ain't love a wonderful thing

Whoa, oh, oh, oh you took my blues
Whoa, oh, oh, oh made them yesterday's news
And I'll never, never ever be the same

Everything changes
Nothing looks the same through the eyes of love
Everything changes (Everything changes)
When you love some, love some, love someone
Everything changes
Standing in the light of a bright new sun
Everything changes (Everything changes)
When you love some, love some, love someone
Everything changes

I'm looking around me
And I'm loving what I see
Cause I found somebody somebody who loves me

Whoa, oh, oh, oh you came to me
Whoa, oh, oh, oh with a love so sweet
And I'll never never never be the same

Everything changes
Nothing looks the same through the eyes of love
Everything changes (Everything changes)
When you love some, love some, love someone
Everything changes
Standing in the light of a bright new sun
Everything changes (Everything changes)
When you love some, love some, love someone
Everything changes
NOTHING looks the same through the eyes of love
Everything changes (Everything changes)
When you love some, love some, love someone
Everything changes, oh, oh, oh
Standing in the light of a bright new sun
Everything changes (Everything changes)
When you love some, love some, love someone
Everything changes
Everything changes","christian, contemporary christian, worship, female vocalists, christian pop"
79,80,"""Have You Ever Needed Someone So Bad""",Def Leppard,"9 ContributorsHave You Ever Needed Someone So Bad Lyrics
Here I am, I'm in the wrong bed again
It's a game I just can't win
There you are breathing soft on my skin, yeah
Still you won't let me in, so come on

Why save your kisses for a rainy day
Baby, let the moment take your heart away

Have you ever needed someone so bad, yeah
Have you ever wanted someone, you just couldn't have
Did you ever try so hard that your world just fell apart
Have you ever needed someone so bad

And you're the girl I got to have
I got to have you baby, yeah, oh, come on
There you go, midnight promises again, yeah
But they're broken by the dawn
You want to go further, faster everyday, baby
But in the morning you'll be gone and I'm alone

Why save your kisses for a rainy day
Baby, let the moment take your heart away

Have you ever needed someone so bad, yeah
Have you ever wanted someone, you just couldn't have
Did you ever try so hard that your world just fell apart
Have you ever needed someone so bad


Every dream I dream is like
Some kinda rash and reckless scene
To give out such crazy love
You must be some kind of drug
And if my time don't ever come
For me you're still the one
Damned if I don't, damned if I do
I got to get a fix on you

Have you ever needed someone so bad, yeah
Have you ever wanted someone, you just couldn't have
Did you ever try so hard that your world just fell apart
Have you ever needed someone so bad

And you're the girl, I got to have
I got to have you baby, yeah
It's a game I just can't win, oh

Have you ever needed someone so bad, yeah
Have you ever wanted someone
(Have you ever wanted someone, you just couldn't have)
Did you ever try so hard that your world just fell apart","hard rock, classic rock, rock, 80s, hair metal"
80,81,"""Take This Heart""",Richard Marx,"8 ContributorsTake This Heart Lyrics
I've been where you are before
No one understands you more
You fear every step you take
So sure that your heart will break
It's not how the story ends
You'll be back on your feet again

Baby, this time
There ain't nothing gonna take this heart away
No more goodbyes
There ain't nothing gonna take my heart away

The pain's still alive in you
For what one man puts you through
You say that we're all the same
But I'm called by no other name
We all need a place to run
Won't you let me be the one

Baby, this time
There ain't nothing gonna take this heart away
No more goodbyes
There ain't nothing gonna take my heart away

Don't keep a dream in you locked outside your door
Just believe in this love
And don't be afraid anymore
Come on, come on
I need you to please be strong
I've waited for you too long

Baby, this time
There ain't nothing gonna take this heart away
No more long nights
There ain't nothing gonna take my heart away

This time
There ain't nothing gonna take this heart away
No more goodbyes
There ain't nothing gonna take my heart away
There ain't nothing gonna take my heart away
Hey-yeah-yeah","pop, soft rock, 80s, singer-songwriter, rock"
81,82,"""When I Look Into Your Eyes""",FireHouse,"7 ContributorsWhen I Look Into Your Eyes Lyrics
I see forever
When I look in your eyes
You're all I ever wanted
I always want you to be mine
Let's make a promise
Till the end of time
We'll always be together
And our love will never die

So, here we are face to face and heart to heart
I want you to know we will never be apart
Now, I believe that wishes can come true
'Cause I see my whole world
I see only you

When I look
Into your eyes
I can see how much I love you and it makes me realize
When I look
Into your eyes
I see all my dreams come true
When I look
Into your eyes

I've looked for you
All of my life
Now that I've found you
We will never say goodbye
I can't stop this feeling and there's nothing I can do
'Cause I see everything
And I look at you

When I look
Into your eyes
I can see how much I love you and it makes me realize
When I look
Into your eyes
I see all my dreams come true
When I look
Into your eyes


When I look
Into your eyes
I can see how much I love you and it makes me realize
When I look
Into your eyes
We will always be together and our love will never die

When I look
Into your eyes
I see that only dreams come true
When I look
Into your eyes
When I look
Into your eyes","hard rock, hair metal, 80s, rock, classic rock"
82,83,"""I Wanna Love You""",Jade,"8 ContributorsI Wanna Love You LyricsI Wanna Love You was featured on the soundtrack to the Kid ‘n Play film Class Act.
The song peaked at #16 on the Billboard Hot 100, #3 on Billboard’s Rhythmic Top 40 chart, #27 on Billboard’s Top 40… Read More 
Oh, oh, oh, oh
Oh, oh, oh, yeah-yeah
Yeah
Oh, oh, oh, oh
Oh, oh, oh, yeah-yeah
Yeah
Oh, oh, oh, oh
Oh, oh, oh, yeah-yeah
Yeah
Oh, oh, oh, oh
Oh, oh, oh, yeah-yeah
Yeah

Your reputation
Caught my attention
I just can't help myself
I want nobody else
You look so fine
Let's spend some time
I wanna make love to you
You're all that I wanna do

I wanna give you a tasty secret
I wanna melt in your hand
Just gotta show you that I can love you
Until you understand, ho

I wanna love you
I wanna love you down, baby
(Let me go down on you, boy)
I wanna love you
I wanna love you down, baby
(Right down to the pound)

Oh, oh, oh, oh
Oh, oh, oh, yeah-yeah
Yeah
Oh, oh, oh, oh
Oh, oh, oh, yeah-yeah
Yeah

You've got it going on
With you I belong
You undress my heart
From the very first start
You do understand me
Give your body to me
Baby, don't let me go
Feel my love overflow

I'm gonna give you (Give you) a tasty secret (Oh)
That's gonna melt in your hand (Melt in my hand)
Just wanna show you (Show you) that I can love you
Until you understand

I wanna love you
I wanna love you down, baby
(Wanna love you, love you all night long)
I wanna love you (Hoo)
I wanna love you down, baby
(Let's make love to your favorite song)
I wanna love you (I wanna love you)
I wanna love you down, baby
('Round and 'round to the ground)
I wanna love you
I wanna love you down (Love you, oh), baby (Hey)

Oh, oh, oh, oh (Let me love you)
Oh, oh, oh, yeah-yeah (Let me love you down)
Yeah (Boy)
(I love you)
Oh, oh, oh, oh (Do me)
Oh, oh, oh, yeah-yeah (And I'll do, do, do, do you)
Yeah

I wanna love you (I wanna love you, baby)
I wanna love you down, baby
(Let me go down on you, boy)
I wanna love you (Ohh)
I wanna love you down (Yeah), baby
(Let's make love to your favorite song)
I wanna love you
I wanna love you down, baby
(Wanna love you, love you all night long)
I wanna love you (Hoo)
I wanna love you down, baby
(Let's make love to your favorite song)
I wanna love you (Do me)
I wanna love you down, baby (And I'll do, do, do, do you)
(Let me love you)
I wanna love you (Let me love you)
I wanna love you down, baby (Let me love you down, boy)
(Let me go down on you, boy)
I wanna love you","Drum and bass, neurofunk, rnb, female vocalists, Drum n Bass"
83,84,"""Uhh Ahh""",Boyz II Men,"17 ContributorsUhh Ahh Lyrics
Ten, nine, eight, seven, six
Five, four, three, two, one
(Injection Fellas)

Uh (Uh), ah (Ah)
Uh, ah (I understand what you feel)
Uh, ah
Uh, ah
(Mike?) Yes?

The love I have right next to me
Is here and always will be
I'm caressing your body emotionally
As you can feel and will see
Why can't we go all the way to the top?
The fullest extreme
The sounds I hear when you're with me
Express the way that you feel, girl (As you say)

Uh, ah
Uh, ah (Oh, that's it)
Uh, ah
Uh, ah (Oh, don't stop)
(Oh)

In a passionate sense, we move in close
The love that we share is the same
I can tell when I reach down deep inside
You show it when you call out my name
Squeezing you tight and holding you close
Is all I feel inside
Although I try to hold in my love
It's something that I just can't hide

Uh, ah
Uh, ah
Uh, ah (Yeah)
Uh, ah (Uh, uh, oh)
Uh, ah (Uh, uh)
Uh, ah (Oh-oh)
Uh, ah (Uh, hey)
Uh, ah
(Ooh)

The music is low, the lights are dim, there we lie
Passion overflows with every look in your eyes
Infatuation, lust, and a lot of love
Sweet caresses, yes, it's good to be as you rub
And clench my back, ecstasy fills the air
As you kiss on my neck and stroke the back of my hair
To hold you tonight, I feel this is my duty
To grasp, to hold, to rock that booty

Uh, ah (Ooh, ah)
Uh, ah (Give it to me, baby, I'll rub your back)
Uh, ah (As you lay here with me, yeah)
Uh, ah (Oh)
Uh, ah (I want you and I need you)
Uh, ah (Hold on to me, yeah)
Uh, ah (Oh)
Uh, ah (Right now, baby)
Uh, ah (Oh, oh)
Uh, ah (Don't go away, please baby, stay with me)
Uh, ah (Oh, I can do it to you)
Uh, ah (The way that nobody else can, babe)","rnb, soul, 90s, pop, r and b"
84,85,"""Real Love""",Mary J. Blige,"25 ContributorsReal Love Lyrics“Real Love” is the second single off What’s The 411? after “You Remind Me” and MJB’s first Top 10 pop song, reaching No. 7 on the Billboard Hot 100.
This song is a perfect example of MJB’s fusion of hip-hop… Read More 

We are lovers through and through
And though we made it through the storm
I really want you to realize, I really want to put you on
I've been searching for someone to satisfy my every need
Won't you be my inspiration?
Be the real love that I need

Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love

Ooh, when I met you
I just knew that you would take my heart and run
Until you told me how you loved for me, you said I'm not the one
So I slowly came to see all of the things that you were made of
And now I hope my dreams and inspiration lead me towards a real love

Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love
I got to have a real love

Love so true, and oh baby, I thought that love was true
I thought that you were the answer to the question in my mind
But it seems that I was wrong, if I stay strong, maybe I'll find
A real love

So I've tried my best and prayed to God he'll send me someone real
To caress me and to guide me towards a love my heart can feel
Now I know I can be faithful, I can be your all and all
I'll give you good lovin' through the summertime, winter, spring and fall

Real love, I'm searching for a real love (Real love, real love)
Someone to set my heart free
Real love, I'm searching for a real love
Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love

See, I'm searching for a real love and I don't know where to go
(Real love, I'm searching for a real love)
Been around the world and high and low and still I never know
(Someone to set my heart free
Real love, I'm searching for a real love)
How it feels to have a real love cause it seems it's not around
Gotta end it in this way 'cause it seems he can't be found

Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love
Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love
Real love","rnb, soul, female vocalists, Hip-Hop, urban"
85,86,"""Justified and Ancient""",The KLF,"2 ContributorsJustified and Ancient (Duplicate) LyricsOkay, man, take 1
Mm-mm-mm-mm
Mm-mm-mm
Whoa, na na na na na
Mm-mm
Mm-mm-mm, yeah
Mm-mm-mm, yeah
Mm-mm-mm, yeah
Mm-mm-mm
They're justified and they're ancient
And they like to roam the land
They're justified and they're ancient
I hope you understand
They don't want to upset the apple cart
And they don't want to cause any harm
But if you don't like what they're going to do
You better not stop them 'cause they're coming through
They're justified and they're ancient
And they know what time is love
They're justified and they're ancient
Did they come from up above?
Rock Man, he's just made of bricks
And King Boy lost his screws
Their jams don't need no master plan
To do whatever, ever they can

Whoo
Uh-huh
Mm-hmm
Ooh, whoa
Whoa, na na na na na
Uh, yeah
All right
Uh-huh
Yeah
They're justified and they're ancient
And they like to roam the land
They're justified and they're ancient
I hope you understand
They don't want to upset the apple cart
And they don't want to cause any harm
But if you don't like what they're going to do
You better not stop them, 'cause they're coming through
They're justified and they're ancient
And they know what time is love
They're justified and they're ancient
Did they come from up above?
Rock Man, he's just made of bricks
And King Boy lost his screws
Their jams don't need no master plan
To do whatever, ever they can

Whoo
Whoa, na na na na na
Uh-huh
Ooh-ooh-ooh
Ooh-ooh-ooh-ooh
Uh-huh","electronic, ambient, techno, dance, electronica"
86,87,"""Slow Motion""",Color Me Badd,"2 ContributorsSlow Motion LyricsAlright
Baby, I want you very bad, babe (I do)
And I've been wanting you for so long (oh)
And I could never love you fast babe (not you)
I'd take my time and love you all night long
All night
You know that I want your love
Let me make it right
For you
All night
You're the one I'm thinking of
Once I make it right
Baby, I know you will never go
I like to love you in slow motion (ooh you got it goin on) (slow)
Let me love you slow (slow)
I like to love you slow, so morning will come before I do
Let me love you slow
Alright
Baby, I think you're very sexy (I do)
Come over here and get a little bit closer to me, yeah
The time has come for me to love you real slow (slow)
Motion lover is what they call me (good god)

I like to love you in slow motion (ooh you got it goin on) (slow)
Let me love you slow (slow)
I like to love you slow, so morning will come before I do
Let me love you slow
All night
You know that I want your love
Let me make it right
For you
All night
You're the one I'm thinking of
Once I make it right
Baby, I know you will never go
I like to love you in slow motion (ooh you got it goin on) (slow)
Let me love you slow (slow)
I like to love you slow, so morning will come before I do
Let me love you slow
All night
Alright
All night
You know that I want your love
Let me make it right
For you

All night
You're the one I'm thinking of
Once I make it right
All night
You know that I want your love
Let me make it right
For you
All night","pop, rnb, 90s, soul, new jack swing"
87,88,"""What About Your Friends""",TLC,"21 ContributorsWhat About Your Friends Lyrics“What About Your Friends” is the third single released from TLC’s debut album. It takes a closer look at one’s friendships and asking if they will truly be there for you when you need them the most, or are… Read More 
What, what about your friends?
What about
What about your friends?
What about your
What about your
What about your

Every now and then, I get a little crazy
That's not the way it's supposed to be
Sometimes my vision is a little hazy
I can't tell who I should trust or just who I let trust me, yeah
People try to say I act a little funny
But that's just a figure of speech to me
They tell me I changed because I got money
But if you were there before, then you're still down with me, yeah

What about your friends?
Will they stand their ground?
Will they let you down again?
What about your friends?
Are they gonna be low down?
Will they ever be around
Or will they turn their backs on you?

Well, is it me, or can it be I'm a little too friendly
So, to speak, hypothetically say?
I supply creativity to what others must take as a form of self-hate
Only to make an enemy, which results in unfortunate destiny
They dog me out then be next to me
Just 'cause I am what some choose to envy

Every now and then, I get a little easy
I let a lot of people depend on me
I never thought they would ever deceive me
Don't you know when times got rough
I was standing on my own
I'll never let another get that close to me
You see, I've grown a lot smarter now
Sometimes you have to choose and then you'll see
If your friend is true, they'll be there with you
Through the thick and thin

What about your friends? (What about your friends?)
Will they stand their ground?
Will they let you down again? (Oh-oh, whoa)
What about your friends? (What about your friends?)
Are they gonna be low down (Be low down)
Will they ever be around (Be around)
Or will they turn their backs on you?
What about your friends? (What about your friends?)
Will they stand their ground? (Stand their ground)
Will they let you down again? (Oh)
What about your friends? (What about your friends?)
Are they gonna be low down? (Be low down)
Will they ever be around (Be around)
(Oh) Or will they turn their backs on you?

Yo, is it me? Here we go
Or can it be I am a little too friendly?
So to speak hypothetically say?
I supply creativity to what others must take as a form of self-hate
Only to make an enemy, which results in unfortunate destiny
They dog me out then be next to me
Just 'cause I am what some choose to envy

What about your friends?
Will they stand their ground?
Will they let you down again? (Whoa)
What about your friends? (What about your friends?)
Are they gonna be low down? (Be low down)
Will they ever be around (Be around)
Or will they turn their backs on you?
What about your friends?
Will they stand their ground? (Will they stand their ground?)
Will they let you down again? (Oh, oh, oh)
What about your friends? (What about your friends?)
Are they gonna be low down? (Be low down)
Will they ever be around (Be around)
(Oh) Or will they turn their backs on you?

People say I act a little funny
I wouldn't change, not for no money
I'll be a friend as long as you're a friend to me
Yeah, yeah(What about your friends?)
Even though I might be easy
It don't give you no cause to deceive me
It's not the way that I want my friends to ever be, oh!

What about your friends?
Will they stand their ground?
Will they let you down again? (Whoa)
What about your friends? (What about your friends?)
Are they gonna be low down? (Be low down)
Will they ever be around (Will they ever be around)
Or will they turn their backs on you? (Or will they turn their backs on you?)
What about your friends?
Will they stand their ground? (Stand their ground)
Will they let you down again?
What about your friends?","rnb, Hip-Hop, female vocalists, pop, soul"
88,89,"""Thinkin' Back""",Color Me Badd,"3 ContributorsThinkin’ Back LyricsHum...ohh baby..aww baby Yeah!
We goin' take you back a little further
Thinkin' back on you and me
Remembering how it use to be
Those times are precious
I cherish every moment we spent, yeah
Thinkin' back on all the arguments
Thinkin' back way back when
We kissed and made up and all was fair in love
So now we gotta go back, baby (maybe we can turn the hands of time)
Going back to when (going back to when you were mine)
When we were one (remembering the times)
(When we were one in love) When love was fun
Remembering the first time you showed me your love
The feeling was so strong, heaven sent from above
But you had no right to play with my heart
You showed no shame
Time after time and place after place
Night after night and day after day
I'm still missing your love and the feelings we share

Sometimes I cry at night
'Cause I feel so all alone
I need your love right here with me
To keep me safe and warm
(Maybe we can turn the hands of time)
I'm going back to when (going back to when, when you were mine)
When we were one, we were one girl
Ooh baby girl
When we were one
Baby, save me, I'm thinkin, thinkin', thinkin' back
Play Mr. Music Man Play
Play Mr. Music Man
(Uh, uh, oh)
I'm thinkin, thinkin', thinkin' back","pop, rnb, 90s, soul, new jack swing"
